match_id,win,teamId,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baron_diff,baronKills,dragon_diff,dragonKills,riftHeraldKills,kills,deaths,gold_diff_10,gold_10_mins,gold_diff_20,gold_20_mins,gold_diff,goldEarned,gold_spent_percentage_diff,goldSpent,gold_efficiency,totalDamageDealt,totalDamageDealtToChampions,visionScore,totalMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle
3654036199,Loss,Blue,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,-1,0,-3,0,1,15,30,42.00000000000182,13841,-7117,34105,-8936,39641,-0.18934351886153727,35435,4206,357725,49635,101,491,91,8
3654036199,Win,Red,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,0,1,1,3,3,0,30,15,-42.00000000000182,13798.999999999998,7117,41222,8936,48577,0.18934351886153727,42846,5731,454079,56157,95,522,107,25
3548518702,Win,Blue,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,10,1,0,1,3,5,1,38,29,482,13450,2871,34093,7995,90745,0.062255844236373786,83145,7600,1409680,130001,392,1126,207,41
3548518702,Loss,Red,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,1,0,1,-3,2,0,29,38,-482,12968,-2871,31222,-7995,82750,-0.062255844236373786,78125,4625,1268036,143443,274,1059,204,16
3591266247,Win,Blue,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,1,1,1,4,4,2,39,20,2567,15460,6554,37631,10701,59636,0.12712079007343632,52500,7136,664596,82984,194,591,129,29
3591266247,Loss,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-1,0,-4,0,0,20,39,-2567,12893,-6554,31077,-10701,48935,-0.12712079007343632,46225,2710,555245,71851,194,665,121,4
3662393086,Loss,Blue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,-1,0,-4,0,0,10,32,-4080,11871,-5331,31065,-11545,45672,-0.16754300883148707,44870,802,540481,46157,138,631,136,0
3662393086,Win,Red,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,1,1,1,4,4,1,32,10,4080,15951,5331,36396,11545,57217,0.16754300883148707,53075,4142,640594,68316,173,662,115,21
3654565490,Loss,Blue,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,-1,1,0,9,28,-499,13253,-7056,30797,-8918,34267,-0.09539043187436382,32745,1522,370257,35623,89,487,95,4
3654565490,Win,Red,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,0,0,0,1,2,1,28,9,499,13752,7056,37853,8918,43185,0.09539043187436382,36025,7160,430981,44832,121,494,99,29
3646398127,Win,Blue,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,0,0,0,3,3,1,28,14,1972,17350,8688,40260,9267,43467,0.19885747342541038,38010,5457,426309,52505,120,498,75,22
3646398127,Loss,Red,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-3,0,0,14,28,-1972,15378,-8688,31572,-9267,34200,-0.19885747342541038,31135,3065,333422,41992,91,453,86,9
3589770148,Win,Blue,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5,1,-1,0,4,4,1,35,17,-658,14933,719,35584,5245,54336,0.008384405856315969,47189,7147,608514,76451,140,599,104,41
